Building Type,Main Function,Building Size,EUI2020,EUI Quartile/ Energy Ranking2020,EUI2021 ,EUI Quartile/ Energy Ranking 2021,EUI2022 ,EUI Quartile/ Energy Ranking 2022,TOP/CSC Year,Award (Green/Non-Green),Green Mark Version,GFA,AC Area,AC Area Percentage,No. Of Hotel Room,AC Type,Age  of Chiller,Aircon system efficiency (kW/RT)
Commercial Building,Office,Large,196,N/A,132,N/A,132,N/A,2012,GoldPlus,New Building for Non-Residential buildings (version 3),"72,782",0,0%,251,District Cooling System (DCS),0,0
Commercial Building,Office,Large,146,N/A,122,N/A,132,N/A,2009,N/A,N/A,"42,159","37,589",89%,0,District Cooling System (DCS),0,0
Commercial Building,Office,Large,119,N/A,120,N/A,132,N/A,2004,GoldPlus,GM:2021 In Operation,"48,257","35,268",73%,0,District Cooling System (DCS),0,24506
Commercial Building,Office,Large,130,2nd Quartile,131,2nd Quartile,131,2nd Quartile,2002,Platinum,Existing Non-Residential Buildings Re-Cert (GM:2021 In Operation),"26,137","24,225",93%,0,Water Cooled Chilled Water Plant,3,0.75
Commercial Building,Office,Large,179,3rd Quartile,165,3rd Quartile,131,2nd Quartile,2013,Platinum,Existing Non-Residential Buildings (RECERT 2017),"25,510","2,148",8%,0,Water Cooled Chilled Water Plant,10,0.603
Commercial Building,Office,Large,124,2nd Quartile,125,2nd Quartile,131,2nd Quartile,1999,Gold,Existing Non-Residential Buildings (RECERT 2017),"42,561","34,616",81%,0,Water Cooled Chilled Water Plant,4,0.369
Commercial Building,Office,Large,131,2nd Quartile,139,2nd Quartile,130,2nd Quartile,2002,GoldPlus,Existing Building for Non-Residential buildings (version 3),"67,370","51,680",77%,0,Water Cooled Chilled Water Plant,5,0.62
Commercial Building,Office,Large,196,3rd Quartile,153,2nd Quartile,130,2nd Quartile,2000,Gold,Existing Non-Residental Buildings ENRB: 2017,"15,740","12,800",81%,0,Air Cooled Chilled Water Plant,0,0
Commercial Building,Office,Large,129,2nd Quartile,132,2nd Quartile,129,2nd Quartile,1997,Gold,Existing Building for Non-Residential buildings (version 2.1),"30,915","25,701",83%,0,Water Cooled Chilled Water Plant,25,0
Commercial Building,Office,Large,128,2nd Quartile,125,2nd Quartile,129,2nd Quartile,2000,Platinum,Existing Building for Non-Residential buildings (version 3),"26,020","20,206",78%,0,Water Cooled Chilled Water Plant,3,0
Commercial Building,Office,Large,114,N/A,118,N/A,127,N/A,2017,Platinum,Existing Non-Residential Buildings (RECERT 2017),"2,26,765","1,95,173",86%,0,District Cooling System (DCS),0,0.32
Commercial Building,Office,Large,183,3rd Quartile,167,3rd Quartile,127,2nd Quartile,1982,Platinum,Existing Non-Residental Buildings ENRB: 2017,"74,215","61,495",83%,0,Water Cooled Chilled Water Plant,7,0.63
Commercial Building,Office,Large,129,2nd Quartile,123,2nd Quartile,127,2nd Quartile,1992,Platinum,Existing Non-Residental Buildings ENRB: 2017,"22,368","11,813",53%,0,Water Cooled Chilled Water Plant,4,0.63
Commercial Building,Office,Large,128,2nd Quartile,125,2nd Quartile,126,2nd Quartile,2000,Platinum,Existing Building for Non-Residential buildings (version 2.1),"56,667","54,238",96%,0,Water Cooled Chilled Water Plant,11,0.592
Commercial Building,Office,Large,125,2nd Quartile,122,2nd Quartile,126,2nd Quartile,2002,Platinum,Existing Non-Residental Buildings ENRB: 2017,"41,908","38,443",92%,0,Water Cooled Chilled Water Plant,8,0.59
Commercial Building,Office,Large,128,2nd Quartile,122,2nd Quartile,126,2nd Quartile,1992,GoldPlus,Existing Building for Non-Residential buildings (version 3),"26,866","25,505",95%,0,Water Cooled Chilled Water Plant,3,0.679
Commercial Building,Office,Large,120,Top Quartile,116,Top Quartile,125,2nd Quartile,1985,Certified,Existing Building for Non-Residential buildings (version 2.1),"16,122","11,438",71%,0,Water Cooled Chilled Water Plant,12,0
Commercial Building,Office,Large,128,2nd Quartile,124,2nd Quartile,123,2nd Quartile,1997,Gold,Existing Building for Non-Residential buildings (version 3),"36,836","30,882",84%,0,Water Cooled Chilled Water Plant,5,0.65
Commercial Building,Office,Large,116,Top Quartile,119,Top Quartile,122,2nd Quartile,2000,Platinum,GM:2021 In Operation,"41,771","27,343",65%,0,Water Cooled Chilled Water Plant,6,0.691
Commercial Building,Office,Large,152,2nd Quartile,116,Top Quartile,122,2nd Quartile,2001,N/A,N/A,"12,291","11,003",90%,0,Water Cooled Chilled Water Plant,2.5,0.676
Commercial Building,Office,Large,117,Top Quartile,117,Top Quartile,121,Top Quartile,1997,GoldPlus,Existing Building for Non-Residential buildings (version 3),"21,102","19,862",94%,0,Water Cooled Chilled Water Plant,16,0.638
Commercial Building,Office,Large,126,2nd Quartile,124,2nd Quartile,120,Top Quartile,1999,Platinum,Existing Non-Residential Buildings (RECERT 2017),"19,765","16,269",82%,0,Water Cooled Chilled Water Plant,9,0
Commercial Building,Office,Large,120,Top Quartile,118,Top Quartile,120,Top Quartile,1995,Platinum,GM:2021 In Operation,"23,575","19,806",84%,0,Water Cooled Chilled Water Plant,9,0.61
Commercial Building,Office,Large,116,Top Quartile,110,Top Quartile,119,Top Quartile,1997,N/A,N/A,"52,903","3,52,002",665%,0,Air Cooled Chilled Water Plant,0,0
Commercial Building,Office,Large,580,Bottom Quartile,171,3rd Quartile,118,Top Quartile,1996,N/A,N/A,"16,692","15,504",93%,0,Water Cooled Chilled Water Plant,11,0
Commercial Building,Office,Large,111,Top Quartile,122,2nd Quartile,117,Top Quartile,1992,Platinum,Existing Building for Non-Residential buildings (version 3),"62,392","58,287",93%,0,Water Cooled Chilled Water Plant,9,0.65
Commercial Building,Office,Large,123,Top Quartile,121,Top Quartile,116,Top Quartile,1998,Certified,Existing Non-Residential Buildings (RECERT 2017),"23,229","14,631",63%,0,Air Cooled Chilled Water Plant,0,0.882
Commercial Building,Office,Large,124,N/A,118,N/A,116,N/A,1990,GoldPlus,Existing Non-Residential Buildings (RECERT 2017),"13,207","10,564",80%,0,District Cooling System (DCS),0,0.59
Commercial Building,Office,Large,145,2nd Quartile,144,2nd Quartile,116,Top Quartile,2005,Platinum,Existing Non-Residental Buildings ENRB: 2017,"58,824","43,516",74%,0,Water Cooled Chilled Water Plant,0.6,0.83
Commercial Building,Office,Large,130,2nd Quartile,118,Top Quartile,116,Top Quartile,1999,Platinum,Existing Non-Residental Buildings ENRB: 2017,"31,278","25,585",82%,0,Water Cooled Chilled Water Plant,2,0
Commercial Building,Office,Large,108,N/A,107,N/A,116,N/A,2010,Platinum,New Building for Non-Residential buildings (version 3),"51,264","41,113",80%,0,District Cooling System (DCS),0,0
Commercial Building,Office,Large,117,Top Quartile,108,Top Quartile,115,Top Quartile,1985,Platinum,Existing Non-Residential Buildings (RECERT 2017),"55,128","40,706",74%,0,Water Cooled Chilled Water Plant,5,0.542
Commercial Building,Office,Large,109,Top Quartile,107,Top Quartile,113,Top Quartile,1996,Platinum,Existing Building for Non-Residential buildings (version 3),"24,389","19,990",82%,0,Water Cooled Chilled Water Plant,10,0.575
Commercial Building,Office,Large,36,Top Quartile,87,Top Quartile,111,Top Quartile,2020,N/A,N/A,"19,097","15,880",83%,0,Water Cooled Chilled Water Plant,3,0.495
Commercial Building,Office,Large,137,2nd Quartile,113,Top Quartile,111,Top Quartile,1996,Platinum,Existing Non-Residential Buildings (RECERT 2017),"86,572","83,381",96%,0,Water Cooled Chilled Water Plant,10,0.612
Commercial Building,Office,Large,122,N/A,112,N/A,111,N/A,2002,Gold,GM:2021 In Operation,"47,410","32,745",69%,0,District Cooling System (DCS),0,0
Commercial Building,Office,Large,129,N/A,116,N/A,110,N/A,2009,Gold,Existing Non-Residential Buildings (RECERT 2017),"32,504","32,504",100%,0,District Cooling System (DCS),0,0
Commercial Building,Office,Large,102,Top Quartile,92,Top Quartile,107,Top Quartile,2000,GoldPlus,Existing Non-Residential Buildings (RECERT 2017),"28,355","27,042",95%,0,Water Cooled Chilled Water Plant,8,0.618
Commercial Building,Office,Large,124,2nd Quartile,116,Top Quartile,107,Top Quartile,1986,Certified,Existing Building for Non-Residential buildings (version 3),"33,736","27,000",80%,0,Water Cooled Chilled Water Plant,3,0.69
Commercial Building,Office,Large,139,2nd Quartile,121,Top Quartile,107,Top Quartile,1970,Platinum,Existing Non-Residental Buildings ENRB: 2017,"43,687","24,638",56%,0,Water Cooled Chilled Water Plant,2,0.58
Commercial Building,Office,Large,106,Top Quartile,103,Top Quartile,106,Top Quartile,1985,N/A,N/A,"16,815",0,0%,0,Water Cooled Chilled Water Plant,8,0
Commercial Building,Office,Large,98,Top Quartile,97,Top Quartile,106,Top Quartile,1986,Platinum,GM:2021 In Operation,"49,122","30,300",62%,0,Water Cooled Chilled Water Plant,4,0.58
Commercial Building,Office,Large,104,Top Quartile,104,Top Quartile,104,Top Quartile,2017,Gold,GM:2021 In Operation,"21,678","13,750",63%,0,Others,0,0
Commercial Building,Office,Large,145,2nd Quartile,109,Top Quartile,104,Top Quartile,1926,Platinum,Existing Non-Residential Buildings (RECERT 2017),"11,277","6,555",58%,0,Water Cooled Chilled Water Plant,4,0.625
Commercial Building,Office,Large,0,N/A,76,Top Quartile,103,Top Quartile,2021,N/A,N/A,"16,908",13,0%,0,Water Cooled Chilled Water Plant,2,0.601
Commercial Building,Office,Large,99,Top Quartile,102,Top Quartile,102,Top Quartile,2009,N/A,N/A,"19,916","17,415",87%,0,Others,0,0
Commercial Building,Office,Large,114,Top Quartile,111,Top Quartile,102,Top Quartile,2019,Platinum,GM:2021 In Operation,"1,03,444","72,091",70%,0,Water Cooled Chilled Water Plant,4,0.6
Commercial Building,Office,Large,99,Top Quartile,88,Top Quartile,101,Top Quartile,1983,Platinum,GM:2021 In Operation,"21,722","1,57,771",726%,0,Water Cooled Chilled Water Plant,5,0.58
Commercial Building,Office,Large,90,Top Quartile,95,Top Quartile,100,Top Quartile,2019,Platinum,New Building for Non-Residential buildings (version 4.1),"21,595","12,000",56%,0,Water Cooled Chilled Water Plant,4,0
Commercial Building,Office,Large,147,N/A,132,N/A,99,N/A,2008,Certified,Existing Non-Residential Buildings (RECERT 2017),"19,448","16,640",86%,0,District Cooling System (DCS),0,0
Commercial Building,Office,Large,177,N/A,162,N/A,96,N/A,2003,GoldPlus,Existing Building for Non-Residential buildings (version 3),"15,996","14,000",88%,0,District Cooling System (DCS),0,0
Commercial Building,Office,Large,92,Top Quartile,94,Top Quartile,96,Top Quartile,1976,Platinum,GM:2021 In Operation,"43,000","41,000",95%,0,Water-Cooled Package Units,0,0
Commercial Building,Office,Large,78,Top Quartile,93,Top Quartile,94,Top Quartile,2010,N/A,N/A,"16,153","2,843",18%,0,Others,0,0
Commercial Building,Office,Large,95,Top Quartile,102,Top Quartile,94,Top Quartile,2009,Gold,New Building for Non-Residential buildings (version 3),"19,949","14,913",75%,0,Water Cooled Chilled Water Plant,12,0.7
Commercial Building,Office,Large,73,Top Quartile,80,Top Quartile,89,Top Quartile,2018,N/A,N/A,"33,123","29,000",88%,0,Others,0,0
Commercial Building,Office,Large,94,Top Quartile,91,Top Quartile,89,Top Quartile,1982,Certified,Existing Building for Non-Residential buildings (version 3),"20,965","15,000",72%,0,Water Cooled Chilled Water Plant,8,0.721
Commercial Building,Office,Large,103,N/A,105,N/A,89,N/A,2000,GoldPlus,Existing Non-Residental Buildings ENRB: 2017,"17,642","12,224",69%,0,District Cooling System (DCS),0,0.18
Commercial Building,Office,Large,85,Top Quartile,82,Top Quartile,88,Top Quartile,2009,GoldPlus,Existing Non-Residential Buildings (RECERT 2017),"41,137","40,137",98%,0,Water Cooled Chilled Water Plant,14,0
Commercial Building,Office,Large,90,N/A,86,N/A,86,N/A,2014,Gold,New Building for Non-Residential buildings (version 4),"18,365","15,073",82%,0,District Cooling System (DCS),0,0
Commercial Building,Office,Large,82,Top Quartile,80,Top Quartile,85,Top Quartile,2015,Platinum,New Building for Non-Residential buildings (version 4),"15,211","12,160",80%,0,Water Cooled Chilled Water Plant,6,0
Commercial Building,Office,Large,103,Top Quartile,85,Top Quartile,84,Top Quartile,1998,N/A,N/A,"22,438","22,337",100%,0,Water Cooled Chilled Water Plant,12,0
Commercial Building,Office,Large,83,Top Quartile,80,Top Quartile,84,Top Quartile,2004,N/A,N/A,"19,516","1,090",6%,0,Others,0,0
Commercial Building,Office,Large,92,Top Quartile,88,Top Quartile,83,Top Quartile,2005,N/A,N/A,"32,812","34,622",106%,0,Others,0,0
Commercial Building,Office,Large,82,Top Quartile,81,Top Quartile,81,Top Quartile,2019,GoldPlus,Existing Non-Residential Buildings (RECERT 2017),"19,403","4,910",25%,0,Others,0,0
Commercial Building,Office,Large,83,Top Quartile,78,Top Quartile,80,Top Quartile,1960,N/A,N/A,"15,091","9,500",63%,0,Others,0,0
Commercial Building,Office,Large,87,Top Quartile,80,Top Quartile,77,Top Quartile,2005,Platinum,Existing Building for Non-Residential buildings (version 3),"1,33,192","57,969",44%,0,Water Cooled Chilled Water Plant,5,1.6049
Commercial Building,Office,Large,83,Top Quartile,41,Top Quartile,76,Top Quartile,1982,N/A,N/A,"25,879","20,000",77%,0,Water Cooled Chilled Water Plant,12,0.72
Commercial Building,Office,Large,77,Top Quartile,78,Top Quartile,75,Top Quartile,1991,Platinum,Existing Building for Non-Residential buildings (version 3),"16,654","6,662",40%,0,Others,0,0
Commercial Building,Office,Large,85,N/A,79,N/A,74,N/A,2003,Gold,Existing Non-Residential Buildings (RECERT 2017),"19,225","19,225",100%,0,District Cooling System (DCS),0,0
Commercial Building,Office,Large,68,Top Quartile,69,Top Quartile,72,Top Quartile,1999,N/A,N/A,"19,096","9,096",48%,0,Others,0,0
Commercial Building,Office,Large,69,N/A,72,N/A,71,N/A,2014,N/A,N/A,"16,377","11,180",68%,0,District Cooling System (DCS),0,0
Commercial Building,Office,Large,0,N/A,31,N/A,70,N/A,2021,N/A,N/A,"19,102","16,784",88%,0,District Cooling System (DCS),0,0
Commercial Building,Office,Large,187,N/A,139,N/A,70,N/A,2006,Platinum,Existing Non-Residential Buildings (RECERT 2017),"1,48,466","1,40,000",94%,0,District Cooling System (DCS),0,0
Commercial Building,Office,Large,77,N/A,66,N/A,69,N/A,2007,N/A,N/A,"18,500","18,000",97%,0,District Cooling System (DCS),0,0
Commercial Building,Office,Large,57,Top Quartile,69,Top Quartile,64,Top Quartile,2020,Platinum,Non-Residential Buildings NRB: 2015,"22,085","11,905",54%,0,Water Cooled Chilled Water Plant,3,0.56
Commercial Building,Office,Large,53,N/A,55,N/A,62,N/A,2018,Platinum,Existing Non-Residential Buildings (RECERT 2017),"39,500","16,035",41%,0,District Cooling System (DCS),0,0
Commercial Building,Office,Large,65,Top Quartile,66,Top Quartile,62,Top Quartile,2002,Platinum,Existing Building for Non-Residential buildings (version 3),"26,248","21,823",83%,0,Water Cooled Chilled Water Plant,5,0
Commercial Building,Office,Large,52,Top Quartile,48,Top Quartile,57,Top Quartile,1978,Certified,New Building for Non-Residential buildings (version 4.1),"20,916","14,101",67%,0,Others,0,0
Commercial Building,Office,Large,56,N/A,52,N/A,51,N/A,2003,GoldPlus,Existing Building for Non-Residential buildings (version 3),"16,259","15,500",95%,0,District Cooling System (DCS),0,0
Commercial Building,Office,Large,37,N/A,46,N/A,41,N/A,2015,Gold,New Building for Non-Residential buildings (version 4.1),"15,990","13,141",82%,0,District Cooling System (DCS),0,0
Commercial Building,Office,Large,38,Top Quartile,39,Top Quartile,40,Top Quartile,1994,Platinum,New Non-Residential Buildings (NRB: 2015) (R3),"46,218","18,758",41%,0,Water Cooled Chilled Water Plant,3,0
Commercial Building,Office,Large,34,N/A,43,N/A,39,N/A,2003,Gold,Existing Building for Non-Residential buildings (version 2.1),"19,040","14,000",74%,0,District Cooling System (DCS),0,0
Commercial Building,Office,Large,54,Top Quartile,35,Top Quartile,38,Top Quartile,2000,Platinum,Existing Building for Non-Residential buildings (version 3),"20,642","5,300",26%,0,Others,0,0
Commercial Building,Office,Large,0,N/A,0,N/A,37,Top Quartile,2022,N/A,N/A,"16,300","5,670",35%,0,Others,0,0
Commercial Building,Office,Large,24,Top Quartile,30,Top Quartile,35,Top Quartile,1998,Gold,Existing Non-Residental Buildings ENRB: 2017,"2,372",0,0%,0,Others,0,0
Commercial Building,Office,Large,33,Top Quartile,27,Top Quartile,26,Top Quartile,2000,Gold,Existing Non-Residental Buildings ENRB: 2017,"91,069",8,0%,0,Others,0,0
Commercial Building,Office,Large,285,Bottom Quartile,73,Top Quartile,1,Top Quartile,1986,Platinum,Existing Building for Non-Residential buildings (version 3),"56,369","64,356",114%,0,Water Cooled Chilled Water Plant,20,0
Commercial Building,Office,Large,0,N/A,0,N/A,0,N/A,2009,Platinum,Existing Building for Non-Residential buildings (version 2.1),"33,599","2,601",8%,0,Water Cooled Chilled Water Plant,14,0.64
Commercial Building,Industrial,Medium,1509,Bottom Quartile,1516,Bottom Quartile,1528,Bottom Quartile,1997,N/A,N/A,"8,905","8,904",100%,0,Water Cooled Chilled Water Plant,25,1.18
Commercial Building,Industrial,Medium,1222,Bottom Quartile,1312,Bottom Quartile,1292,Bottom Quartile,1997,N/A,N/A,"11,816","11,816",100%,0,Water Cooled Chilled Water Plant,26,0
Commercial Building,Industrial,Medium,947,Bottom Quartile,959,Bottom Quartile,1008,Bottom Quartile,1999,Gold,GM:2021 In Operation,"11,686","11,683",100%,0,Others,0,0
Commercial Building,Industrial,Medium,1057,Bottom Quartile,1052,Bottom Quartile,983,Bottom Quartile,1995,N/A,N/A,"8,288","5,942",72%,0,Air Cooled Chilled Water Plant,0,0
Commercial Building,Office,Medium,263,Bottom Quartile,186,3rd Quartile,787,Bottom Quartile,1983,N/A,N/A,"12,133","8,736",72%,0,Water Cooled Chilled Water Plant,20,1.378
Commercial Building,Industrial,Medium,926,Bottom Quartile,970,Bottom Quartile,733,Bottom Quartile,1997,N/A,N/A,"8,213","3,413",42%,0,Water Cooled Chilled Water Plant,2,0
Commercial Building,Industrial,Medium,806,Bottom Quartile,747,Bottom Quartile,731,Bottom Quartile,2003,Gold,New Building for Non-Residential buildings (version 4),"10,960","10,960",100%,0,Water Cooled Chilled Water Plant,9,0.6
Commercial Building,Office,Medium,137,2nd Quartile,397,Bottom Quartile,398,Bottom Quartile,2001,N/A,N/A,"10,555","10,552",100%,0,Others,0,0
Commercial Building,Office,Medium,441,Bottom Quartile,423,Bottom Quartile,398,Bottom Quartile,1997,N/A,N/A,"8,214","5,679",69%,0,Air Cooled Chilled Water Plant,0,0
