Building Type,Main Function,Building Size,EUI2020,EUI Quartile/ Energy Ranking2020,EUI2021 ,EUI Quartile/ Energy Ranking 2021,EUI2022 ,EUI Quartile/ Energy Ranking 2022,TOP/CSC Year,Award (Green/Non-Green),Green Mark Version,GFA,AC Area,AC Area Percentage,No. Of Hotel Room,AC Type,Age  of Chiller,Aircon system efficiency (kW/RT)
Healthcare Facility,Community Hospital/ Nursing Home,N/A,94,N/A,81,N/A,78,N/A,2012,N/A,N/A,"6,193","1,000",16%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,73,N/A,83,N/A,77,N/A,2019,N/A,N/A,"8,534","2,837",33%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,71,N/A,75,N/A,76,N/A,2018,N/A,N/A,"16,599","1,853",11%,0,Others,0,0.68
Healthcare Facility,Community Hospital/ Nursing Home,N/A,0,N/A,75,N/A,75,N/A,2021,N/A,N/A,"12,753","2,810",22%,0,Others,0,0.83
Healthcare Facility,Community Hospital/ Nursing Home,N/A,89,N/A,78,N/A,75,N/A,2003,N/A,N/A,"18,224",680,4%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,76,N/A,79,N/A,74,N/A,1999,N/A,N/A,"7,216",586,8%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,75,N/A,70,N/A,70,N/A,2014,N/A,N/A,"6,757",389,6%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,64,N/A,67,N/A,69,N/A,2017,N/A,N/A,"22,054","3,010",14%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,0,N/A,3,N/A,45,N/A,2021,N/A,N/A,"13,769","1,459",11%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,36,N/A,35,N/A,35,N/A,1939,N/A,N/A,"13,002",360,3%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,0,N/A,0,N/A,24,N/A,2022,Gold,New Non-Residential Buildings (NRB: 2015) (R3),"11,169",500,4%,0,Others,0,0
Educational Institution,Univerisity,N/A,123,N/A,130,N/A,185,N/A,2016,N/A,N/A,"23,328","14,41,453",6179%,0,Water Cooled Chilled Water Plant,6,0.607
Educational Institution,Univerisity,N/A,159,N/A,164,N/A,183,N/A,2014,N/A,N/A,"19,175","16,699",87%,0,Water Cooled Chilled Water Plant,20,0
Educational Institution,Univerisity,N/A,167,N/A,174,N/A,180,N/A,2014,GoldPlus,GM:2021 In Operation,"1,00,637","54,191",54%,0,Water Cooled Chilled Water Plant,7,0.65
Educational Institution,Univerisity,N/A,147,N/A,144,N/A,161,N/A,1999,N/A,N/A,"78,440","74,944",96%,0,Water Cooled Chilled Water Plant,7,0.632
Educational Institution,Univerisity,N/A,107,N/A,125,N/A,132,N/A,1988,N/A,N/A,"10,063","1,503",15%,0,Water-Cooled Package Units,0,0
Educational Institution,Univerisity,N/A,106,N/A,110,N/A,124,N/A,2005,Platinum,Existing Building for Non-Residential buildings (version 3),"1,02,750","69,060",67%,0,Water Cooled Chilled Water Plant,7,0.53
Educational Institution,Univerisity,N/A,94,N/A,94,N/A,94,N/A,2015,Platinum,New Building for Non-Residential buildings (version 4),"20,100","9,769",49%,0,Water Cooled Chilled Water Plant,6,0.636
Educational Institution,Univerisity,N/A,78,N/A,77,N/A,74,N/A,2014,Platinum,New Building for Non-Residential buildings (version 4),"11,670","6,113",52%,0,Water Cooled Chilled Water Plant,9,0.57
Educational Institution,Univerisity,N/A,70,N/A,71,N/A,72,N/A,2000,Platinum,Existing Building for Non-Residential buildings (version 3),"1,09,181","60,000",55%,0,Water Cooled Chilled Water Plant,7,0.6
Educational Institution,Univerisity,N/A,53,N/A,54,N/A,63,N/A,2015,N/A,N/A,"24,157","7,907",33%,0,Others,0,0.73
Educational Institution,ITE/ Polytechnic,N/A,136,N/A,168,N/A,145,N/A,1995,N/A,Existing Non-Residential Buildings (RECERT 2017),"2,66,291","4,500",74%,0,Others,0,0
Educational Institution,ITE/ Polytechnic,N/A,118,N/A,122,N/A,126,N/A,1998,Platinum,Existing Building for Non-Residential buildings (version 2.1),"29,128","1,70,816",64%,0,Water Cooled Chilled Water Plant,4,0.65
Educational Institution,ITE/ Polytechnic,N/A,125,N/A,128,N/A,123,N/A,2004,Gold,Existing Non-Residential Buildings (RECERT 2017),"97,876","20,000",69%,0,Water Cooled Chilled Water Plant,1,0.65
Educational Institution,ITE/ Polytechnic,N/A,91,N/A,95,N/A,100,N/A,2012,Platinum,New Non-Residential Buildings (NRB: 2015) (R3),"3,57,964","1,31,450",68%,0,Water Cooled Chilled Water Plant,10,0.6
Educational Institution,ITE/ Polytechnic,N/A,102,N/A,102,N/A,94,N/A,1995,Platinum,Existing Non-Residental Buildings ENRB: 2017,"2,56,082","1,90,744",53%,0,Water Cooled Chilled Water Plant,1,0
Educational Institution,ITE/ Polytechnic,N/A,107,N/A,98,N/A,94,N/A,2005,Platinum,Existing Non-Residential Buildings (RECERT 2017),"1,30,424","8,098",3%,0,Water Cooled Chilled Water Plant,0,0
Educational Institution,ITE/ Polytechnic,N/A,75,N/A,75,N/A,77,N/A,2004,Platinum,Existing Non-Residential Buildings (ENRB: 2017),"3,64,287","71,430",55%,0,Water Cooled Chilled Water Plant,5,0.574
Educational Institution,ITE/ Polytechnic,N/A,61,N/A,59,N/A,63,N/A,1963,GoldPlus,Existing Non-Residental Buildings ENRB: 2017,"4,930","1,54,343",42%,0,Water Cooled Chilled Water Plant,7,0.7
Educational Institution,ITE/ Polytechnic,N/A,0,N/A,0,N/A,0,N/A,2004,GoldPlus,Existing Building for Non-Residential buildings (version 3),"11,587","2,053",42%,0,Others,0,0
Educational Institution,ITE/ Polytechnic,N/A,0,N/A,0,N/A,0,N/A,2004,Platinum,New Building for Non-Residential buildings (version 4),"25,000","6,305",54%,0,Water Cooled Chilled Water Plant,7,0
Educational Institution,Private School,N/A,103,N/A,79,N/A,213,N/A,2005,GoldPlus,N/A,"9,642","19,000",76%,0,Others,0,0
Educational Institution,Private School,N/A,178,N/A,197,N/A,210,N/A,1998,N/A,Existing Building for Non-Residential buildings (version 3),"5,656","9,205",95%,0,Others,0,0
Educational Institution,Private School,N/A,182,N/A,176,N/A,189,N/A,1976,Gold,N/A,"5,378","5,656",100%,0,Water Cooled Chilled Water Plant,8,0.57
Educational Institution,Private School,N/A,139,N/A,144,N/A,172,N/A,2014,N/A,Existing Building for Non-Residential buildings (version 3),"35,823","5,378",100%,5,Others,0,0
Educational Institution,Private School,N/A,132,N/A,158,N/A,146,N/A,2007,Gold,Existing Non-Residential Buildings (RECERT 2017),"29,577","20,823",58%,0,Water Cooled Chilled Water Plant,12,1.06
Educational Institution,Private School,N/A,131,N/A,137,N/A,144,N/A,2013,Platinum,Existing Non-Residental Buildings ENRB: 2017,"29,887","2,02,800",686%,0,Water Cooled Chilled Water Plant,10,0
Educational Institution,Private School,N/A,130,N/A,138,N/A,133,N/A,1999,Platinum,N/A,"6,600","15,862",53%,133,Water Cooled Chilled Water Plant,8,0.52
Educational Institution,Private School,N/A,110,N/A,116,N/A,115,N/A,2013,N/A,N/A,"9,384","7,000",106%,0,Others,0,0
Educational Institution,Private School,N/A,116,N/A,128,N/A,108,N/A,1951,N/A,N/A,"10,430","9,384",100%,0,District Cooling System (DCS),0,0
Educational Institution,Private School,N/A,89,N/A,88,N/A,90,N/A,2006,N/A,N/A,"5,570","7,273",70%,138,Others,0,0
Educational Institution,Private School,N/A,92,N/A,85,N/A,80,N/A,1995,N/A,N/A,"9,093","2,785",50%,0,Others,0,0
Educational Institution,Private School,N/A,0,N/A,0,N/A,76,N/A,2022,N/A,N/A,"7,778","7,867",87%,0,Air Cooled Chilled Water Plant,0,0
Educational Institution,Private School,N/A,66,N/A,60,N/A,69,N/A,2006,N/A,GM:2021 In Operation,"77,641","7,778",100%,0,Others,0,0
Educational Institution,Private School,N/A,62,N/A,68,N/A,67,N/A,2011,Platinum,GM:2021 In Operation,"87,829","76,000",98%,0,Water Cooled Chilled Water Plant,13,0.58
Educational Institution,Private School,N/A,56,N/A,60,N/A,58,N/A,1900,Platinum,N/A,"25,198","50,000",57%,0,Water Cooled Chilled Water Plant,13,0.63
Educational Institution,Private School,N/A,96,N/A,68,N/A,58,N/A,2004,N/A,N/A,"10,999","17,782",71%,0,Air Cooled Chilled Water Plant,0,0
Educational Institution,Private School,N/A,44,N/A,42,N/A,45,N/A,2012,N/A,N/A,"6,997","4,600",42%,0,Others,0,0
Educational Institution,Private School,N/A,39,N/A,37,N/A,41,N/A,2003,N/A,Existing Building for Non-Residential buildings (version 3),"15,888","3,437",49%,40,Others,0,0
Educational Institution,Private School,N/A,15,N/A,21,N/A,41,N/A,2019,Gold,N/A,0,"9,207",58%,0,Others,0,0
"Civic, Community & Cultural Institution",Civic Institution,N/A,122,N/A,807,N/A,789,N/A,1981,N/A,N/A,"7,620","1,524",20%,0,Others,0,0
"Civic, Community & Cultural Institution",Civic Institution,N/A,228,N/A,259,N/A,256,N/A,2005,Gold,Existing Non-Residental Buildings ENRB: 2017,"6,148","3,000",49%,0,Others,0,0
"Civic, Community & Cultural Institution",Civic Institution,N/A,225,N/A,217,N/A,219,N/A,1989,N/A,N/A,"7,860","6,360",81%,0,Others,0,0
"Civic, Community & Cultural Institution",Civic Institution,N/A,247,N/A,226,N/A,203,N/A,2000,Gold,Existing Non-Residental Buildings ENRB: 2017,"17,997","15,000",83%,0,Others,0,0
"Civic, Community & Cultural Institution",Civic Institution,N/A,0,N/A,0,N/A,196,N/A,1999,Gold,Existing Non-Residental Buildings ENRB: 2017,"9,598","5,730",60%,0,Air Cooled Chilled Water Plant,0,0
"Civic, Community & Cultural Institution",Civic Institution,N/A,211,N/A,197,N/A,191,N/A,1986,Gold,Existing Non-Residental Buildings ENRB: 2017,"8,632","8,632",100%,0,Others,0,0
"Civic, Community & Cultural Institution",Civic Institution,N/A,193,N/A,182,N/A,178,N/A,2006,Platinum,Existing Building for Non-Residential buildings (version 3),"39,982","13,673",34%,0,Water Cooled Chilled Water Plant,2,0.62
"Civic, Community & Cultural Institution",Civic Institution,N/A,189,N/A,165,N/A,167,N/A,1987,Gold,Existing Non-Residental Buildings ENRB: 2017,"12,574","81,731",650%,0,Others,0,0
"Civic, Community & Cultural Institution",Civic Institution,N/A,149,N/A,138,N/A,139,N/A,1985,Platinum,Existing Building for Non-Residential buildings (version 3),"20,488","11,088",54%,0,Air Cooled Chilled Water Plant,0,0
"Civic, Community & Cultural Institution",Civic Institution,N/A,135,N/A,130,N/A,133,N/A,2020,Platinum,Existing Building for Non-Residential buildings (version 3),"19,100",0,0%,0,Water Cooled Chilled Water Plant,4,0
"Civic, Community & Cultural Institution",Civic Institution,N/A,107,N/A,104,N/A,98,N/A,2019,Gold,New Building for Non-Residential buildings (version 4.1),"13,973","4,312",31%,0,Others,0,0
"Civic, Community & Cultural Institution",Civic Institution,N/A,80,N/A,78,N/A,82,N/A,2004,N/A,N/A,"7,000","3,000",43%,0,Others,0,0
"Civic, Community & Cultural Institution",Civic Institution,N/A,69,N/A,63,N/A,67,N/A,2004,Gold,Existing Non-Residental Buildings ENRB: 2017,"9,500","3,500",37%,0,Others,0,0
"Civic, Community & Cultural Institution",Civic Institution,N/A,43,N/A,38,N/A,41,N/A,1992,Gold,Existing Non-Residental Buildings ENRB: 2017,"36,664","15,000",41%,0,Others,0,0
"Civic, Community & Cultural Institution",Civic Institution,N/A,62,N/A,38,N/A,34,N/A,1995,Certified,Existing Non-Residential Buildings (ENRB: 2017),"3,01,318","18,965",6%,0,Others,0,0
"Civic, Community & Cultural Institution",Civic Institution,N/A,15,N/A,0,N/A,15,N/A,2003,N/A,N/A,"6,400",74,1%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,290,N/A,260,N/A,333,N/A,2020,N/A,N/A,"6,835","5,326",78%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,291,N/A,293,N/A,243,N/A,2013,Gold,Existing Building for Non-Residential buildings (version 3),"5,200","1,200",23%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,202,N/A,254,N/A,242,N/A,2015,N/A,N/A,"4,805","1,541",32%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,236,N/A,231,N/A,230,N/A,1999,N/A,N/A,"7,825","7,000",89%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,160,N/A,153,N/A,195,N/A,1956,N/A,N/A,619,264,43%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,171,N/A,173,N/A,188,N/A,2000,N/A,N/A,"14,576","11,809",81%,175,Water Cooled Chilled Water Plant,13,0.9
"Civic, Community & Cultural Institution",Community Institution,N/A,176,N/A,175,N/A,177,N/A,2017,Platinum,Existing Non-Residental Buildings ENRB: 2017,"42,842","16,397",38%,0,Water Cooled Chilled Water Plant,6,0.57
"Civic, Community & Cultural Institution",Community Institution,N/A,163,N/A,179,N/A,164,N/A,2004,N/A,N/A,"11,472","9,089",79%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,180,N/A,183,N/A,153,N/A,2015,N/A,N/A,"10,928","4,828",44%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,111,N/A,182,N/A,148,N/A,2012,N/A,N/A,"4,175","2,922",70%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,142,N/A,135,N/A,144,N/A,2005,Gold,Existing Non-Residental Buildings ENRB: 2017,"5,584",0,0%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,131,N/A,129,N/A,138,N/A,2013,Platinum,Existing Non-Residential Buildings (RECERT 2017),"27,065","20,238",75%,0,Water Cooled Chilled Water Plant,10,0.65
"Civic, Community & Cultural Institution",Community Institution,N/A,119,N/A,123,N/A,128,N/A,1993,N/A,N/A,"6,793",462,7%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,92,N/A,112,N/A,115,N/A,1995,N/A,N/A,"7,636","3,818",50%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,105,N/A,107,N/A,111,N/A,1987,GoldPlus,Existing Building for Non-Residential buildings (version 3),"8,710","7,867",90%,110,Water Cooled Chilled Water Plant,8,0.67
"Civic, Community & Cultural Institution",Community Institution,N/A,122,N/A,102,N/A,98,N/A,1999,N/A,N/A,"2,10,427","5,59,390",266%,0,Water Cooled Chilled Water Plant,8,0
"Civic, Community & Cultural Institution",Community Institution,N/A,99,N/A,93,N/A,98,N/A,1978,N/A,N/A,"7,018","7,250",103%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,91,N/A,93,N/A,97,N/A,2017,N/A,N/A,"6,013","1,753",29%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,98,N/A,103,N/A,87,N/A,2018,Platinum,New Building for Non-Residential buildings (version 4.1),"16,644","7,440",45%,0,Water Cooled Chilled Water Plant,5,0.648
"Civic, Community & Cultural Institution",Community Institution,N/A,80,N/A,84,N/A,81,N/A,1995,N/A,N/A,"5,709",552,10%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,66,N/A,65,N/A,77,N/A,1996,N/A,N/A,"5,797",783,14%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,73,N/A,75,N/A,74,N/A,1995,N/A,N/A,"6,199",355,6%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,78,N/A,72,N/A,70,N/A,1994,N/A,N/A,"6,848","4,782",70%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,71,N/A,76,N/A,69,N/A,2002,N/A,N/A,"10,771","9,256",86%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,58,N/A,68,N/A,68,N/A,2017,N/A,N/A,"4,249","3,000",71%,0,Water-Cooled Package Units,0,4
"Civic, Community & Cultural Institution",Community Institution,N/A,72,N/A,70,N/A,66,N/A,2016,N/A,N/A,"14,450","10,000",69%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,62,N/A,63,N/A,63,N/A,2001,N/A,N/A,"6,235",496,8%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,66,N/A,63,N/A,63,N/A,1975,N/A,N/A,942,654,69%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,56,N/A,62,N/A,60,N/A,1994,N/A,N/A,"8,393","2,856",34%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,49,N/A,54,N/A,53,N/A,2016,GoldPlus,New Building for Non-Residential buildings (version 4.1),"8,294",280,3%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,42,N/A,49,N/A,52,N/A,1990,N/A,N/A,"6,533",162,2%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,55,N/A,54,N/A,51,N/A,2004,N/A,N/A,"9,132","4,000",44%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,47,N/A,47,N/A,49,N/A,2006,GoldPlus,Existing Building for Non-Residential buildings (version 3),"5,095",915,18%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,36,N/A,38,N/A,39,N/A,2018,GoldPlus,GM:2021 In Operation,"11,201","2,697",24%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,31,N/A,33,N/A,35,N/A,1964,N/A,N/A,"1,584",623,39%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,22,N/A,22,N/A,22,N/A,2014,N/A,N/A,"9,062","1,916",21%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,21,N/A,21,N/A,22,N/A,1991,N/A,N/A,"9,998",0,0%,0,Others,0,0
"Civic, Community & Cultural Institution",Community Institution,N/A,3,N/A,3,N/A,3,N/A,1900,N/A,N/A,"66,676",700,1%,0,Others,0,0
"Civic, Community & Cultural Institution",Cultural Institution,N/A,199,N/A,222,N/A,233,N/A,2000,GoldPlus,Existing Building for Non-Residential buildings (version 3),"16,448","8,98,097",5460%,0,Water Cooled Chilled Water Plant,0,0.71
"Civic, Community & Cultural Institution",Cultural Institution,N/A,164,N/A,185,N/A,193,N/A,2014,N/A,N/A,"13,869","10,000",72%,0,Water Cooled Chilled Water Plant,4,0
"Civic, Community & Cultural Institution",Cultural Institution,N/A,314,N/A,292,N/A,188,N/A,2010,Platinum,Existing Building for Non-Residential buildings (version 3),"20,940","19,384",93%,0,Air Cooled Chilled Water Plant,0,1.21
"Civic, Community & Cultural Institution",Cultural Institution,N/A,118,N/A,138,N/A,141,N/A,2001,N/A,N/A,"10,349","9,700",94%,0,Air Cooled Chilled Water Plant,0,1.07
"Civic, Community & Cultural Institution",Cultural Institution,N/A,157,N/A,165,N/A,110,N/A,2015,GoldPlus,GM:2021 In Operation,"64,469","60,980",95%,0,Water Cooled Chilled Water Plant,8,0.643
"Civic, Community & Cultural Institution",Cultural Institution,N/A,69,N/A,78,N/A,89,N/A,2016,Platinum,New Building for Non-Residential buildings (version 4.1),"15,123","9,342",62%,0,District Cooling System (DCS),0,0
Sports & Recreation Centre,Sports Complex,N/A,411,N/A,462,N/A,478,N/A,2010,N/A,N/A,"9,764","6,205",64%,0,Others,0,0
Sports & Recreation Centre,Sports Complex,N/A,198,N/A,227,N/A,232,N/A,2008,Gold,Existing Non-Residental Buildings ENRB: 2017,"13,691","1,962",14%,0,Others,0,0
Sports & Recreation Centre,Sports Complex,N/A,212,N/A,206,N/A,218,N/A,2011,GoldPlus,New Building for Non-Residential buildings (version 3),"11,800","1,400",12%,0,Others,0,0
Sports & Recreation Centre,Sports Complex,N/A,174,N/A,187,N/A,182,N/A,1970,N/A,N/A,"3,110",211,7%,0,Water-Cooled Package Units,0,0
Sports & Recreation Centre,Sports Complex,N/A,201,N/A,172,N/A,170,N/A,2014,GoldPlus,New Building for Non-Residential buildings (version 3),"2,41,796","1,00,810",42%,0,Water Cooled Chilled Water Plant,9,0.73
Sports & Recreation Centre,Sports Complex,N/A,205,N/A,151,N/A,167,N/A,1973,N/A,N/A,"13,745","2,000",15%,0,District Cooling System (DCS),0,0
Sports & Recreation Centre,Sports Complex,N/A,77,N/A,88,N/A,123,N/A,1989,N/A,N/A,"32,411","20,000",62%,0,Water Cooled Chilled Water Plant,19,0.91
Sports & Recreation Centre,Sports Complex,N/A,96,N/A,94,N/A,103,N/A,2000,Gold,Existing Non-Residential Buildings (ENRB: 2017),"18,893",865,5%,0,Others,0,0
Sports & Recreation Centre,Sports Complex,N/A,84,N/A,84,N/A,86,N/A,2006,Gold,Existing Non-Residental Buildings ENRB: 2017,"29,752","1,735",6%,0,District Cooling System (DCS),0,0
Sports & Recreation Centre,Sports Complex,N/A,55,N/A,49,N/A,77,N/A,2003,Gold,Existing Non-Residental Buildings ENRB: 2017,"25,900",400,2%,0,Others,0,0
Sports & Recreation Centre,Sports Complex,N/A,73,N/A,56,N/A,69,N/A,1990,N/A,N/A,"5,091",300,6%,0,Others,0,0
Sports & Recreation Centre,Sports Complex,N/A,8,N/A,12,N/A,11,N/A,1981,N/A,N/A,"21,600",800,4%,0,Others,0,0
Sports & Recreation Centre,Sports Complex,N/A,0,N/A,0,N/A,0,N/A,1993,N/A,N/A,"9,406","2,533",27%,0,Others,0,0
Sports & Recreation Centre,Sports Complex,N/A,0,N/A,0,N/A,0,N/A,1990,N/A,N/A,"2,072",100,5%,0,Others,0,0
Sports & Recreation Centre,Recreation Club,N/A,483,N/A,525,N/A,561,N/A,1981,N/A,N/A,"3,945","4,358",110%,0,Air Cooled Chilled Water Plant,0,0
Sports & Recreation Centre,Recreation Club,N/A,1905,N/A,1790,N/A,552,N/A,1973,N/A,N/A,374,"4,556",1218%,46,Others,0,0
Sports & Recreation Centre,Recreation Club,N/A,376,N/A,460,N/A,505,N/A,2003,N/A,N/A,"18,697","14,957",80%,0,Water Cooled Chilled Water Plant,12,0
Sports & Recreation Centre,Recreation Club,N/A,440,N/A,450,N/A,460,N/A,1998,N/A,N/A,"7,895","6,049",77%,0,Water Cooled Chilled Water Plant,26,1.52
Sports & Recreation Centre,Recreation Club,N/A,0,N/A,0,N/A,418,N/A,2023,N/A,N/A,"12,001","7,425",62%,0,Water Cooled Chilled Water Plant,4,0.6
Sports & Recreation Centre,Recreation Club,N/A,308,N/A,335,N/A,388,N/A,1900,Certified,Existing Building for Non-Residential buildings (version 3),"10,707","7,167",67%,16,Water Cooled Chilled Water Plant,2,0.705
Sports & Recreation Centre,Recreation Club,N/A,281,N/A,334,N/A,353,N/A,1993,Platinum,Existing Building for Non-Residential buildings (version 3),"12,595","4,334",34%,0,Air Cooled Chilled Water Plant,0,0.88
Sports & Recreation Centre,Recreation Club,N/A,260,N/A,273,N/A,322,N/A,1998,N/A,N/A,"15,342","15,200",99%,0,Water Cooled Chilled Water Plant,24,0
Sports & Recreation Centre,Recreation Club,N/A,266,N/A,289,N/A,313,N/A,2014,N/A,N/A,"16,902","14,728",87%,0,Others,0,0
Sports & Recreation Centre,Recreation Club,N/A,278,N/A,288,N/A,295,N/A,1999,N/A,N/A,"17,245","15,660",91%,30,Water Cooled Chilled Water Plant,23,0
Sports & Recreation Centre,Recreation Club,N/A,233,N/A,249,N/A,287,N/A,2002,N/A,N/A,"4,368","3,848",88%,0,Others,0,0
Sports & Recreation Centre,Recreation Club,N/A,241,N/A,263,N/A,273,N/A,1988,N/A,N/A,"9,921","4,353",44%,0,Others,0,0
Sports & Recreation Centre,Recreation Club,N/A,241,N/A,252,N/A,258,N/A,2000,N/A,N/A,"11,745","2,593",22%,0,Others,0,0
Sports & Recreation Centre,Recreation Club,N/A,223,N/A,244,N/A,249,N/A,2001,N/A,N/A,"17,141","10,400",61%,0,Others,0,0
Sports & Recreation Centre,Recreation Club,N/A,214,N/A,230,N/A,243,N/A,1935,N/A,N/A,"20,544","15,000",73%,0,Others,0,0
Sports & Recreation Centre,Recreation Club,N/A,234,N/A,224,N/A,231,N/A,1996,N/A,N/A,"12,450","7,000",56%,19,Water Cooled Chilled Water Plant,0,0
Sports & Recreation Centre,Recreation Club,N/A,105,N/A,113,N/A,222,N/A,2001,N/A,N/A,"12,406","5,500",44%,0,Others,0,0
Sports & Recreation Centre,Recreation Club,N/A,186,N/A,206,N/A,219,N/A,2004,N/A,N/A,"15,949","13,770",86%,0,Others,0,0
Sports & Recreation Centre,Recreation Club,N/A,183,N/A,209,N/A,217,N/A,1994,N/A,N/A,"16,450","4,350",26%,0,Others,0,0
Sports & Recreation Centre,Recreation Club,N/A,205,N/A,199,N/A,213,N/A,1994,N/A,N/A,"24,410","12,795",52%,0,Water Cooled Chilled Water Plant,2,0.65
Sports & Recreation Centre,Recreation Club,N/A,175,N/A,181,N/A,196,N/A,2016,N/A,N/A,"19,995","10,568",53%,0,Water Cooled Chilled Water Plant,3,0.61
